ConferenceID;ID;Reviewer;Reviewer confidence;Suitability for the event;Originality;Quality;Overall Recommendation
CDIO09;CDIO09L072;uncle.scrooge@disney.com;5;3;3;3;Reject
CDIO09;CDIO09L072;wolverine@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L073;thor@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L073;uncle.scrooge@disney.com;5;4;5;5;Accept
CDIO09;CDIO09L073;wolverine@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L074;thor@marvel.com;4;3;5;4;Accept
CDIO09;CDIO09L074;uncle.scrooge@disney.com;4;5;4;5;Accept
CDIO09;CDIO09L074;wolverine@marvel.com;3;4;3;4;Accept
CDIO09;CDIO09L075;thor@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L075;uncle.scrooge@disney.com;3;5;5;5;Accept
CDIO09;CDIO09L075;wolverine@marvel.com;5;4;3;4;Accept
CDIO09;CDIO09L076;thing@marvel.com;5;4;4;4;Accept
CDIO09;CDIO09L076;thor@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L076;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L077;thing@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L077;thor@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L077;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L078;thing@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L078;thor@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L078;uncle.scrooge@disney.com;5;5;4;5;Accept
CDIO09;CDIO09L079;thing@marvel.com;4;5;5;5;Accept
CDIO09;CDIO09L079;thor@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L079;uncle.scrooge@disney.com;5;5;4;5;Accept
CDIO09;CDIO09L080;thing@marvel.com;5;4;5;4;Accept
CDIO09;CDIO09L080;thor@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L080;uncle.scrooge@disney.com;5;5;4;4;Accept
CDIO09;CDIO09L081;thing@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L081;thor@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L081;uncle.scrooge@disney.com;5;5;4;4;Accept
CDIO09;CDIO09L082;thing@marvel.com;4;3;5;4;Accept
CDIO09;CDIO09L082;thor@marvel.com;3;4;3;4;Accept
CDIO09;CDIO09L082;uncle.scrooge@disney.com;4;4;3;4;Accept
CDIO09;CDIO09L083;thing@marvel.com;5;3;3;2;Reject
CDIO09;CDIO09L083;thor@marvel.com;5;4;3;4;Accept
CDIO09;CDIO09L083;uncle.scrooge@disney.com;3;4;3;4;Accept
CDIO09;CDIO09L084;thing@marvel.com;5;4;5;5;Accept
CDIO09;CDIO09L084;thor@marvel.com;5;4;4;4;Accept
CDIO09;CDIO09L084;uncle.scrooge@disney.com;5;4;3;4;Accept
CDIO09;CDIO09L085;thing@marvel.com;4;5;4;5;Accept
CDIO09;CDIO09L085;thor@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L085;uncle.scrooge@disney.com;5;4;4;4;Accept
CDIO09;CDIO09L086;thing@marvel.com;3;5;5;5;Accept
CDIO09;CDIO09L086;thor@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L086;uncle.scrooge@disney.com;4;4;3;4;Accept
CDIO09;CDIO09L087;thing@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L087;thor@marvel.com;4;5;5;5;Accept
CDIO09;CDIO09L087;uncle.scrooge@disney.com;4;4;4;4;Accept
CDIO09;CDIO09L088;thing@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L088;thor@marvel.com;5;4;5;4;Accept
CDIO09;CDIO09L088;uncle.scrooge@disney.com;4;5;5;5;Accept
CDIO09;CDIO09L089;thing@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L089;thor@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L089;uncle.scrooge@disney.com;5;4;5;4;Accept
CDIO09;CDIO09L090;thing@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L090;thor@marvel.com;4;3;5;4;Accept
CDIO09;CDIO09L090;uncle.scrooge@disney.com;4;4;4;4;Accept
CDIO09;CDIO09L091;thing@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L091;thor@marvel.com;5;3;3;4;Accept
CDIO09;CDIO09L091;uncle.scrooge@disney.com;4;3;5;4;Accept
CDIO09;CDIO09L092;thing@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L092;thor@marvel.com;5;4;5;5;Accept
CDIO09;CDIO09L092;uncle.scrooge@disney.com;5;3;3;3;Reject
CDIO09;CDIO09L093;thing@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L093;thor@marvel.com;4;5;4;5;Accept
CDIO09;CDIO09L093;uncle.scrooge@disney.com;5;4;5;5;Accept
CDIO09;CDIO09L094;thing@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L094;thor@marvel.com;3;5;5;5;Accept
CDIO09;CDIO09L094;uncle.scrooge@disney.com;4;5;4;5;Accept
CDIO09;CDIO09L095;thing@marvel.com;3;4;3;4;Accept
CDIO09;CDIO09L095;thor@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L095;uncle.scrooge@disney.com;3;5;5;5;Accept
CDIO09;CDIO09L096;thing@marvel.com;5;4;3;4;Accept
CDIO09;CDIO09L096;thor@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L096;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L097;thing@marvel.com;5;4;4;4;Accept
CDIO09;CDIO09L097;thor@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L097;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L098;thing@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L098;thor@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L098;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L099;thing@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L099;thor@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L099;uncle.scrooge@disney.com;5;5;4;5;Accept
CDIO09;CDIO09L100;thing@marvel.com;4;5;5;5;Accept
CDIO09;CDIO09L100;thor@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L100;uncle.scrooge@disney.com;5;5;4;5;Accept
CDIO09;CDIO09L101;thing@marvel.com;5;4;5;4;Accept
CDIO09;CDIO09L101;thor@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L101;uncle.scrooge@disney.com;5;5;4;4;Accept
CDIO09;CDIO09L102;thing@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L102;thor@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L102;uncle.scrooge@disney.com;5;5;4;4;Accept
CDIO09;CDIO09L103;thing@marvel.com;4;3;5;4;Accept
CDIO09;CDIO09L103;uncle.scrooge@disney.com;4;4;3;4;Accept
CDIO09;CDIO09L103;wolverine@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L104;thing@marvel.com;5;3;3;2;Reject
CDIO09;CDIO09L104;uncle.scrooge@disney.com;3;4;3;4;Accept
CDIO09;CDIO09L104;wolverine@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L105;thing@marvel.com;5;4;5;5;Accept
CDIO09;CDIO09L105;uncle.scrooge@disney.com;5;4;3;4;Accept
CDIO09;CDIO09L105;wolverine@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L106;thing@marvel.com;4;5;4;5;Accept
CDIO09;CDIO09L106;uncle.scrooge@disney.com;5;4;4;4;Accept
CDIO09;CDIO09L106;wolverine@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L107;thing@marvel.com;3;5;5;5;Accept
CDIO09;CDIO09L107;uncle.scrooge@disney.com;4;4;3;4;Accept
CDIO09;CDIO09L107;wolverine@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L108;thing@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L108;uncle.scrooge@disney.com;4;4;4;4;Accept
CDIO09;CDIO09L108;wolverine@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L109;thing@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L109;uncle.scrooge@disney.com;4;5;5;5;Accept
CDIO09;CDIO09L109;wolverine@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L110;thing@marvel.com;3;4;4;4;Accept
CDIO09;CDIO09L110;uncle.scrooge@disney.com;5;4;5;4;Accept
CDIO09;CDIO09L110;wolverine@marvel.com;3;4;3;4;Accept
CDIO09;CDIO09L111;thing@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L111;uncle.scrooge@disney.com;4;4;4;4;Accept
CDIO09;CDIO09L111;wolverine@marvel.com;5;4;3;4;Accept
CDIO09;CDIO09L112;thing@marvel.com;5;5;4;5;Accept
CDIO09;CDIO09L112;uncle.scrooge@disney.com;4;3;5;4;Accept
CDIO09;CDIO09L112;wolverine@marvel.com;5;4;4;4;Accept
CDIO09;CDIO09L113;thing@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L113;uncle.scrooge@disney.com;5;3;3;3;Reject
CDIO09;CDIO09L113;wolverine@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L114;thing@marvel.com;5;5;4;4;Accept
CDIO09;CDIO09L114;uncle.scrooge@disney.com;5;4;5;5;Accept
CDIO09;CDIO09L114;wolverine@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L115;thing@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L115;uncle.scrooge@disney.com;4;5;4;5;Accept
CDIO09;CDIO09L115;wolverine@marvel.com;4;5;5;5;Accept
CDIO09;CDIO09L116;thing@marvel.com;3;4;3;4;Accept
CDIO09;CDIO09L116;uncle.scrooge@disney.com;3;5;5;5;Accept
CDIO09;CDIO09L116;wolverine@marvel.com;5;4;5;4;Accept
CDIO09;CDIO09L117;thing@marvel.com;5;4;3;4;Accept
CDIO09;CDIO09L117;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L117;wolverine@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L118;thing@marvel.com;5;4;4;4;Accept
CDIO09;CDIO09L118;uncle.scrooge@disney.com;4;5;4;5;Accept
CDIO09;CDIO09L118;wolverine@marvel.com;4;3;5;4;Accept
CDIO09;CDIO09L119;thing@marvel.com;4;4;3;4;Accept
CDIO09;CDIO09L119;uncle.scrooge@disney.com;3;5;5;5;Accept
CDIO09;CDIO09L119;wolverine@marvel.com;5;3;3;2;Reject
CDIO09;CDIO09L120;thing@marvel.com;4;4;4;4;Accept
CDIO09;CDIO09L120;uncle.scrooge@disney.com;3;4;4;4;Accept
CDIO09;CDIO09L120;wolverine@marvel.com;5;4;5;5;Accept
